,Director_ID,Director
1076,1076,George Tillman Jr.
1077,1077,Erik Van Looy
1078,1078,Josh Lawson
1079,1079,Phil Lord
1080,1080,Matthew Chapman
1081,1081,John Glenn
1082,1082,Dereck Joubert
1083,1083,Alejandro Agresti
1084,1084,Lisa Cholodenko
1085,1085,Harald Zwart
1086,1086,John Maybury
1087,1087,Phyllida Lloyd
1088,1088,Ralph Fiennes
1089,1089,Sydney Pollack
1090,1090,Ben Palmer
1091,1091,Damon Beesley
1092,1092,Bart Layton
1093,1093,Neil Burger
1094,1094,Daniel Nettheim
1095,1095,Paul Feig
1096,1096,John McNaughton
1097,1097,Scott Roberts
1098,1098,Andrew Davis
1099,1099,Joe Carnahan
1100,1100,Bill Paxton
1101,1101,Baz Luhrmann
1102,1102,Sean McGinly
1103,1103,Robert De Niro
1104,1104,Chris Weitz
1105,1105,Phillip Noyce
1106,1106,Luke Greenfield
1107,1107,Sam Raimi
1108,1108,Lee Kirk
1109,1109,Rupert Wyatt
1110,1110,Scott Walker
1111,1111,Rob Minkoff
1112,1112,Manny Rodriguez
1113,1113,Edward Burns
1114,1114,Jonathan Kasdan
1115,1115,Jonah Bekhor
1116,1116,Josh Boone
1117,1117,Rob Cohen
1118,1118,Arie Posin
1119,1119,Aaron Woodley
1120,1120,Bobby Smyth
1121,1121,Zal Batmanglij
1122,1122,Peter Strickland
1123,1123,Saul Dibb
1124,1124,Michaël R. Roskam
1125,1125,Bernardo Bertolucci
1126,1126,Richard Ayoade
1127,1127,Tod Williams
1128,1128,Ned Benson
1129,1129,Larry Charles
1130,1130,Bernard Rose
1131,1131,Lee Tamahori
1132,1132,Jacob Estes
1133,1133,Neil Marshall
1134,1134,Alexander Payne
1135,1135,Kirk DeMicco
1136,1136,Fernando Meirelles
1137,1137,Robert Redford
1138,1138,Ari Folman
1139,1139,David Jason
1140,1140,Marcus Dunstan
1141,1141,Andrew Adamson
1142,1142,John Stephenson
1143,1143,James Hawes
1144,1144,Drew Goddard
1145,1145,Eric Bress
1146,1146,Rowan Woods
1147,1147,Mark Herman
1148,1148,Graham Annable
1149,1149,Tony Gilroy
1150,1150,Troy Duffy
1151,1151,Brian Percival
1152,1152,Jorge R. Gutiérrez
1153,1153,Albert Hughes
1154,1154,Elissa Down
1155,1155,Giuseppe Tornatore
1156,1156,Jeremy Gardner
1157,1157,John Butler
1158,1158,Jennifer Kent
1159,1159,Nick Murphy
1160,1160,Michel Hazanavicius
1161,1161,Jonathan Sobol
1162,1162,Gavin Wiesen
1163,1163,Peter Chung
1164,1164,Andrew Douglas
1165,1165,George Nolfi
1166,1166,Don Mischer
1167,1167,Michael Pavone
1168,1168,Tom Gormican
1169,1169,James Kent
1170,1170,Nathan Greno
1171,1171,John Luessenhop
1172,1172,Pierre Morel
1173,1173,Charlie Kaufman
1174,1174,Dominic Sena
1175,1175,Clark Johnson
1176,1176,Ash Brannon
1177,1177,Beth Aala
1178,1178,Michael Chang
1179,1179,James Tucker
1180,1180,Greg Mottola
1181,1181,Jay Chandrasekhar
1182,1182,Justin McMillan
1183,1183,Craig Clyde
1184,1184,Chan-wook Park
1185,1185,Michael McGowan
1186,1186,Richard Glatzer
1187,1187,Scott Speer
1188,1188,George Lucas
1189,1189,Stuart Baird
1190,1190,Fisher Stevens
1191,1191,Jim Mickle
1192,1192,John Barker
1193,1193,Donovan Marsh
1194,1194,Justin Benson
1195,1195,Kelly Asbury
1196,1196,Jessica Sharzer
1197,1197,Sean McNamara
1198,1198,George Hencken
1199,1199,Del Shores
1200,1200,Tomm Moore
1201,1201,Julius Avery
1202,1202,Jack Perez
1203,1203,M.J. Bassett
1204,1204,Joon-ho Bong
1205,1205,Joel Surnow
1206,1206,John Maclean
1207,1207,Kerry Conran
1208,1208,Moon-saeng Kim
1209,1209,Frank Miller
1210,1210,Christophe Gans
1211,1211,Chris Miller
1212,1212,Michael John Warren
1213,1213,Michael Davis
1214,1214,Jim Field Smith
1215,1215,Mark Burton
1216,1216,Steve McQueen
1217,1217,John-Paul Davidson
1218,1218,David Von Ancken
1219,1219,Ava DuVernay
1220,1220,James Toback
1221,1221,David Koepp
1222,1222,Roberts Gannaway
1223,1223,Wes Craven
1224,1224,Brandon Vietti
1225,1225,Kevin Goetz
1226,1226,Keenen Ivory Wayans
1227,1227,Kevin Greutert
1228,1228,Annette Haywood-Carter
1229,1229,Antoni Stutz
1230,1230,Wayne Kramer
1231,1231,David Schwimmer
1232,1232,William H. Macy
1233,1233,Jon Stewart
1234,1234,Rodney Ascher
1235,1235,Andrzej Bartkowiak
1236,1236,Laurent Bouzereau
1237,1237,Dylan Kidd
1238,1238,Jake Schreier
1239,1239,José Padilha
1240,1240,Raymond De Felitta
1241,1241,Jason Momoa
1242,1242,Peter Ramsey
1243,1243,Julian Gilbey
1244,1244,Jon Avnet
1245,1245,Marina Zenovich
1246,1246,Russell Mulcahy
1247,1247,Makoto Kamiya
1248,1248,Alexander Witt
1249,1249,Paul W.S. Anderson
1250,1250,Miguel Sapochnik
1251,1251,Allen Coulter
1252,1252,Rob Bowman
1253,1253,Emilis Velyvis
1254,1254,Rodrigo Cortés
1255,1255,Gabe Polsky
1256,1256,Dean Parisot
1257,1257,Taylor Hackford
1258,1258,Uwe Boll
1259,1259,David Leo Schultz
1260,1260,Dustin Hoffman
1261,1261,Nick Lyon
1262,1262,Adam Kassen
1263,1263,Florian Habicht
1264,1264,Michael Mann
1265,1265,Richard LaGravenese
1266,1266,Mike Newell
1267,1267,Matthew Warchus
1268,1268,Michael Spierig
1269,1269,Timothy Linh Bui
1270,1270,Sönke Wortmann
1271,1271,Sarah Robertson
1272,1272,Greg Francis
1273,1273,Justin Reardon
1274,1274,Robert Rodriguez
1275,1275,Elizabeth Banks
1276,1276,Rob Marshall
1277,1277,Richard Curtis
1278,1278,Alex Kurtzman
1279,1279,Eric Darnell
1280,1280,Mark Levinson
1281,1281,Andy Fickman
1282,1282,Chris Butler
1283,1283,Oren Peli
1284,1284,Marcus Markou
1285,1285,Christian Alvart
1286,1286,Gia Coppola
1287,1287,Charles Stone III
1288,1288,Howard McCain
1289,1289,Carl Franklin
1290,1290,Michael Cristofer
1291,1291,Thaddeus O'Sullivan
1292,1292,Roger Allers
1293,1293,Kevin Costner
1294,1294,Gonzalo López-Gallego
1295,1295,Michael Gunton
1296,1296,Mark Romanek
1297,1297,Walter Salles
1298,1298,Gillian Robespierre
1299,1299,Joel Coen
1300,1300,Lars von Trier
1301,1301,Rod Lurie
1302,1302,Elaine Constantine
1303,1303,Ivan Reitman
1304,1304,Gregg Godfrey
1305,1305,Jennifer Flackett
1306,1306,Bille August
1307,1307,Jeff Wadlow
1308,1308,Scott Waugh
1309,1309,Jared Hess
1310,1310,Anne K. Black
1311,1311,Ivan Sen
1312,1312,Israel Horovitz
1313,1313,Joel Zwick
1314,1314,Scott Mactavish
1315,1315,David Lynch
1316,1316,Mike Leigh
1317,1317,Jaco Van Dormael
1318,1318,Andy Mikita
1319,1319,Bruce A. Evans
1320,1320,Steve Bendelack
1321,1321,Andrew Dosunmu
1322,1322,Rodrigo García
1323,1323,Dan Scanlon
1324,1324,Gil Kenan
1325,1325,Dan Fraga
1326,1326,Bennett Miller
1327,1327,Sara St. Onge
1328,1328,Donovan Cook
1329,1329,Barry Sonnenfeld
1330,1330,Bobby Farrelly
1331,1331,Alexs Stadermann
1332,1332,Adam Elliot
1333,1333,Julian Farino
1334,1334,Sean Durkin
1335,1335,Matthew Akers
1336,1336,J.C. Chandor
1337,1337,David Cronenberg
1338,1338,Anthony Mir
1339,1339,Franck Khalfoun
1340,1340,Asger Leth
1341,1341,Robert Stromberg
1342,1342,George Miller
1343,1343,Ethan Maniquis
1344,1344,Megan Griffiths
1345,1345,Rob Epstein
1346,1346,Bill Pohlad
1347,1347,Ira Sachs
1348,1348,Gina Prince-Bythewood
1349,1349,Rachel Lee Goldenberg
1350,1350,Andrew Niccol
1351,1351,Michael Corrente
1352,1352,William Monahan
1353,1353,Steve Saint Leger
1354,1354,Steven Knight
1355,1355,Hong Khaou
1356,1356,Dean DeBlois
1357,1357,Lance Daly
1358,1358,Loressa Clisby
1359,1359,Greg Berlanti
1360,1360,Matt Checkowski
1361,1361,Josh Radnor
1362,1362,Lucien Castaing-Taylor
1363,1363,Brad Silberling
1364,1364,Lee Daniels
1365,1365,Christian Larson
1366,1366,Anand Tucker
1367,1367,Adrián García Bogliano
1368,1368,Sandra Nettelbeck
1369,1369,Kazuaki Kiriya
1370,1370,Tom Hanks
1371,1371,Brett Morgen
1372,1372,Jennifer Yuh Nelson
1373,1373,Stephen Chow
1374,1374,David Zellner
1375,1375,Alex Proyas
1376,1376,Charles Herman-Wurmfeld
1377,1377,Andrew Dominik
1378,1378,William Friedkin
1379,1379,Gary McKendry
1380,1380,John Krokidas
1381,1381,Daniel Alfredson
1382,1382,John Stockwell
1383,1383,Dave Bullock
1384,1384,Dennis Dugan
1385,1385,Roger Kumble
1386,1386,Courteney Cox
1387,1387,Nora Ephron
1388,1388,Oliver Parker
1389,1389,Peter Howitt
1390,1390,Mark A. Catalena
1391,1391,Kelly Dolen
1392,1392,Frank Pavich
1393,1393,Jay Duplass
1394,1394,through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.
1395,1395,Trevor White
1396,1396,Jeff Tremaine
1397,1397,Jonathan English
1398,1398,Ericson Core
1399,1399,Sean Penn
1400,1400,Eric Crosland
1401,1401,Perry Bhandal
1402,1402,Charles Ferguson
1403,1403,Jacob Kornbluth
1404,1404,Charlie Stratton
1405,1405,Brad McGann
1406,1406,Curtis Hanson
1407,1407,Lake Bell
1408,1408,Enki Bilal
1409,1409,Stobe Harju
1410,1410,Plan B
1411,1411,Richie Mehta
1412,1412,R.J. Cutler
1413,1413,Mike Judge
1414,1414,Karen Disher
1415,1415,Steven R. Monroe
1416,1416,Mike Cahill
1417,1417,Jason Lapeyre
1418,1418,Tommy Avallone
1419,1419,Jessie Nelson
1420,1420,Clare Lewins
1421,1421,Tanya Wexler
1422,1422,Marc Evans
1423,1423,Matthew Cooke
1424,1424,Donald Petrie
1425,1425,Gerard Johnstone
1426,1426,Vadim Perelman
1427,1427,Michael Bartlett
1428,1428,Eric Heisserer
1429,1429,Deborah Kampmeier
1430,1430,Steve Pink
1431,1431,Florent-Emilio Siri
1432,1432,Jimmy Hayward
1433,1433,Seth Gordon
1434,1434,Gary Fleder
1435,1435,David Boyd
1436,1436,Tim Johnson
1437,1437,Xavier Gens
1438,1438,Sacha Gervasi
1439,1439,Andy Tennant
1440,1440,David Palmer
1441,1441,Daniel Patrick Carbone
1442,1442,Joe Johnston
1443,1443,Frank Coraci
1444,1444,Todd Louiso
1445,1445,Kat Candler
1446,1446,Chris Columbus
1447,1447,Alfonso Cuarón
1448,1448,Danny Leiner
1449,1449,Jon Hurwitz
1450,1450,David Slade
1451,1451,Peter Webber
1452,1452,Adam Shankman
1453,1453,Phil Joanou
1454,1454,Christopher Berkeley
1455,1455,Colin Minihan
1456,1456,Nicholaus Goossen
1457,1457,Jim Strouse
1458,1458,Jon Wright
1459,1459,Lisa Barros D'Sa
1460,1460,Nanette Burstein
1461,1461,John Slattery
1462,1462,Mark Lamprell
1463,1463,Stuart Murdoch
1464,1464,John Fawcett
1465,1465,Ron Krauss
1466,1466,Terry Zwigoff
1467,1467,Adrian Moat
1468,1468,Adrian Grunberg
1469,1469,Etan Cohen
1470,1470,Darren Stein
1471,1471,Adam Green
1472,1472,Michael Berry
1473,1473,Jennifer Westfeldt
1474,1474,Darren Paul Fisher
1475,1475,Charles Matthau
1476,1476,Gerald McMorrow
1477,1477,Laurent Cantet
1478,1478,Christopher Morris
1479,1479,John Singleton
1480,1480,Lee Fulkerson
1481,1481,Charlie Paul
1482,1482,Robert Kenner
1483,1483,Tony Bill
1484,1484,John Moore
1485,1485,Michael Radford
1486,1486,Oliver Hirschbiegel
1487,1487,John Maloof
1488,1488,Tetsuya Nomura
1489,1489,Hironobu Sakaguchi
1490,1490,James Wong
1491,1491,David R. Ellis
1492,1492,Jon S. Baird
1493,1493,Deedle Lacour
1494,1494,Matthew Saville
1495,1495,Robert Benton
1496,1496,Mark Neale
1497,1497,Kyle Newman
1498,1498,John Turturro
1499,1499,Richard Bates Jr.
1500,1500,Dan Rush
1501,1501,Jeff Schaffer
1502,1502,Sebastián Cordero
1503,1503,Michel Gondry
1504,1504,Kurt Wimmer
1505,1505,Nicole Holofcener
1506,1506,Jean-Jacques Annaud
1507,1507,Shana Feste
1508,1508,Neill Blomkamp
1509,1509,Shekhar Kapur
1510,1510,Frank Marshall
1511,1511,Bruce Paltrow
1512,1512,Joe Swanberg
1513,1513,Ben Nott
1514,1514,Jim Sheridan
1515,1515,Yuefeng Song
1516,1516,Gary Shore
1517,1517,John Patrick Shanley
1518,1518,Ramona S. Diaz
1519,1519,Richard Kelly
1520,1520,Joseph Gordon-Levitt
1521,1521,Richard Shepard
1522,1522,Charles Martin Smith
1523,1523,Alexandre O. Philippe
1524,1524,Henry Alex Rubin
1525,1525,Rick Rowley
1526,1526,Guy Ferland
1527,1527,Eric Leighton
1528,1528,Todd Douglas Miller
1529,1529,Thor Freudenthal
1530,1530,Tony Kaye
1531,1531,Pierre Coffin
1532,1532,Ken Scott
1533,1533,John Bruno
1534,1534,Steven Bernstein
1535,1535,Ian Fitzgibbon
1536,1536,Justin Simien
1537,1537,Stefan Ruzowitzky
1538,1538,Niels Arden Oplev
1539,1539,Michael Goldbach
1540,1540,Scott Stewart
1541,1541,Dan Fogelman
1542,1542,Vincenzo Natali
1543,1543,Matt Shakman
1544,1544,James Griffiths
1545,1545,Steve Rash
1546,1546,Mark Neveldine
1547,1547,David Storey
1548,1548,Henry Selick
1549,1549,Sam Esmail
1550,1550,Anthony Minghella
1551,1551,James Ward Byrkit
1552,1552,Clare Beavan
1553,1553,Billy Corben
1554,1554,Cody Cameron
1555,1555,Mike Nichols
1556,1556,Hadi Hajaig
1557,1557,Lloyd Kaufman
1558,1558,Josh Trank
1559,1559,Jackie Chan
1560,1560,Alastair Fothergill
1561,1561,Burr Steers
1562,1562,Fredrik Bond
1563,1563,Marcos Siega
1564,1564,Tony Giglio
1565,1565,Phil Traill
1566,1566,Jennifer Lynch
1567,1567,Diego Luna
1568,1568,and the kidnappers have targeted her husband and child next.
1569,1569,Kazuya Sasahara
1570,1570,John Lasseter
1571,1571,Peter Sattler
1572,1572,John Michael McDonagh
1573,1573,Neil Jordan
1574,1574,Steve Antin
1575,1575,Tom Shadyac
1576,1576,Allen Hughes
1577,1577,Rufus Norris
1578,1578,Gabor Csupo
1579,1579,Mark Andrews
1580,1580,Gabe Torres
1581,1581,François Girard
1582,1582,Alex Ranarivelo
1583,1583,David Lickley
1584,1584,Ted Demme
1585,1585,Guillaume Canet
1586,1586,Hiroyuki Kitakubo
1587,1587,Ben Ramsey
1588,1588,Elliott Lester
1589,1589,Mateo Gil
1590,1590,Craig Brewer
1591,1591,Mike Binder
1592,1592,Scott Sanders
1593,1593,Chris Bell
1594,1594,Don Hall
1595,1595,Martin Mészáros
1596,1596,Leanne Pooley
1597,1597,Mark Mori
1598,1598,Ted Koland
1599,1599,Aron Gaudet
1600,1600,Julian Schnabel
1601,1601,Rowan Joffe
1602,1602,Simon J. Smith
1603,1603,Harold Ramis
1604,1604,Jonas Pate
1605,1605,Kinji Fukasaku
1606,1606,Curt Geda
1607,1607,John McTiernan
1608,1608,Andrew Fleming
1609,1609,Phil Weinstein
1610,1610,Jody Lee Lipes
1611,1611,Jason Bateman
1612,1612,Gabe Ibáñez
1613,1613,Jerusha Hess
1614,1614,Kirsten Sheridan
1615,1615,Pauline Lynch
1616,1616,Joe Cornish
1617,1617,Gary Trousdale
1618,1618,Riyad Barmania
1619,1619,Sarah Smith
1620,1620,Nicholas Jarecki
1621,1621,Ed Harris
1622,1622,Travis Fine
1623,1623,Anthony Powell
1624,1624,Jorge Dorado
1625,1625,Louis Myles
1626,1626,Terry McDonough
1627,1627,Sean Mullin
1628,1628,Mary Harron
1629,1629,Costa-Gavras
1630,1630,Ron Mann
1631,1631,Tim Maltby
1632,1632,Michael Rossato-Bennett
1633,1633,Declan Lowney
1634,1634,Keith Scholey
1635,1635,Anne Fontaine
1636,1636,Mike McCoy
1637,1637,Julie Taymor
1638,1638,Jesse Zwick
1639,1639,Jonathan Demme
1640,1640,Nigel Cole
1641,1641,Pascal Chaumeil
1642,1642,Nicole Kassell
1643,1643,Jim Kouf
1644,1644,Shane Acker
1645,1645,Yann Demange
1646,1646,Carl Rinsch
1647,1647,Noam Murro
1648,1648,Juan Carlos Fresnadillo
1649,1649,Richard Berry
1650,1650,Iain Forsyth
1651,1651,Richard Donner
1652,1652,Daniel Stamm
1653,1653,Géla Babluani
1654,1654,Cameron Cairnes
1655,1655,Jamie Linden
1656,1656,Edward Hall
1657,1657,Yû Irie
1658,1658,Joseph Castelo
1659,1659,Levan Tsikurishvili
1660,1660,Navin Ramaswaran
1661,1661,Ben Smallbone
1662,1662,Mark Raso
1663,1663,Brady Corbet
1664,1664,Matteo Garrone
1665,1665,Luke Korem
1666,1666,Junpei Mizusaki
1667,1667,Andy Abrahams Wilson
1668,1668,Hayao Miyazaki
1669,1669,Sanaa Hamri
1670,1670,Louie Schwartzberg
1671,1671,Paolo Virzì
1672,1672,Michael A. MacRae
1673,1673,Shea Sizemore
1674,1674,Brandon Camp
1675,1675,Florian Henckel von Donnersmarck
1676,1676,Nuri Bilge Ceylan
1677,1677,Mehdi Idir
1678,1678,Alexandra Dean
1679,1679,Nitesh Tiwari
1680,1680,Olivier Nakache
1681,1681,Ryan Gregory Phillips
1682,1682,Don Michael Paul
1683,1683,Jean-Baptiste Andrea
1684,1684,Daniel Jerome Gill
1685,1685,Rajkumar Hirani
1686,1686,Aamir Khan
1687,1687,Vladimir de Fontenay
1688,1688,Charles Visser
1689,1689,Thomas Vinterberg
1690,1690,Sam Taylor-Johnson
1691,1691,James Foley
1692,1692,Ferzan Ozpetek
1693,1693,Nick Park
1694,1694,Vince Marcello
1695,1695,Coralie Fargeat
1696,1696,Marc J. Francis
1697,1697,David Mackay
1698,1698,Masanori Tominaga
1699,1699,Sebastián Lelio
1700,1700,Kurt Voelker
1701,1701,Xian Feng Zhang
1702,1702,Ali Soozandeh
1703,1703,Danny Albury
1704,1704,Rupert Jones
1705,1705,Tyler Measom
1706,1706,Fatih Akin
1707,1707,Hélène Giraud
1708,1708,Steven S. DeKnight
1709,1709,Lilibet Foster
1710,1710,Borja Soler
1711,1711,Adam Christian Clark
1712,1712,Yann Gozlan
1713,1713,S.J. Chiro
1714,1714,Charlie Vaughn
1715,1715,Haissam Hussain
1716,1716,Nico Casavecchia
1717,1717,Fernando Eimbcke
1718,1718,Stephan Elliott
1719,1719,Seng Kiat Tan
1720,1720,Nash Edgerton
1721,1721,Cory Finley
1722,1722,Eli Roth
1723,1723,J Blakeson
1724,1724,Anna Foerster
1725,1725,Stewart Hendler
1726,1726,Nikolaj Arcel
1727,1727,Dean Devlin
1728,1728,Sarik Andreasyan
1729,1729,Baran bo Odar
1730,1730,Richie Keen
1731,1731,Corin Hardy
1732,1732,Tony Leondis
1733,1733,Leslie Small
1734,1734,John Baumgartner
1735,1735,Sergei Bodrov
1736,1736,John R. Leonetti
1737,1737,Michael Tiddes
1738,1738,Matthias Hoene
1739,1739,Mark Cullen
1740,1740,Jonathan Liebesman
1741,1741,Dan Mazer
1742,1742,F. Javier Gutiérrez
1743,1743,Daniel Benmayor
1744,1744,Johannes Roberts
1745,1745,Fabio Guaglione
1746,1746,Don Mancini
1747,1747,they are forced to contend with threats from within the government that jeopardize their very existence.
1748,1748,Colin Teague
1749,1749,Brian A. Miller
1750,1750,Mario Van Peebles
1751,1751,Benny Boom
1752,1752,Jabbar Raisani
1753,1753,Lucia Aniello
1754,1754,Cal Brunker
1755,1755,Luis Prieto
1756,1756,Lennart Ruff
1757,1757,Alberto Rodríguez
1758,1758,Mike Thurmeier
1759,1759,Aleksander Bach
1760,1760,Andrew Jay Cohen
1761,1761,Kimberly Peirce
1762,1762,Raja Gosnell
1763,1763,Sylvie Verheyde
1764,1764,Patrik Syversen
1765,1765,Peter Lepeniotis
1766,1766,Claudio Fäh
1767,1767,Gee Malik Linton
1768,1768,Steven C. Miller
1769,1769,Shane Abbess
1770,1770,Roland Joffé
1771,1771,Toby Genkel
1772,1772,Alex Brewer
1773,1773,Tyler Perry
1774,1774,Bruce Macdonald
1775,1775,Paul Currie
1776,1776,Camille Delamarre
1777,1777,Johnny Martin
1778,1778,Reinhard Klooss
1779,1779,J.D. Dillard
1780,1780,Liam O'Donnell
1781,1781,Stacy Title
1782,1782,Denise Di Novi
1783,1783,Keoni Waxman
1784,1784,John Lyde
1785,1785,Antonio Negret
1786,1786,Jason Bourque
1787,1787,Joshua Michael Stern
1788,1788,Steven Quale
1789,1789,Kimble Rendall
1790,1790,James Nunn
1791,1791,Brian Levant
1792,1792,Jonathan Baker
1793,1793,Jim Gillespie
1794,1794,Ken Marino
1795,1795,Ibai Abad
1796,1796,Maximilian Elfeldt
1797,1797,Brian Smrz
1798,1798,Stiles White
1799,1799,Caleb Vetter
1800,1800,Julius Onah
1801,1801,Alex Merkin
1802,1802,Zack Whedon
1803,1803,Jason Friedberg
1804,1804,Robert Kouba
1805,1805,Brendan Muldowney
1806,1806,Kurando Mitsutake
1807,1807,Aleksandar Ivicic
1808,1808,Anthony Burns
1809,1809,Mauro Borrelli
1810,1810,Elizabeth Wood
1811,1811,Miles Bakshi
1812,1812,Harmony Korine
1813,1813,Bobby Moresco
1814,1814,Kim Farrant
1815,1815,Fumihiko Sori
1816,1816,Inna Evlannikova
1817,1817,Tom Harper
1818,1818,Todd Burrows
1819,1819,Jeffrey Blitz
1820,1820,David Gelb
1821,1821,Nick Powell
1822,1822,Obin Olson
1823,1823,Rob Meltzer
1824,1824,Jared Cohn
1825,1825,Peter Malota
1826,1826,Thomas J. Churchill
1827,1827,Matthew Holmes
1828,1828,Adam Lipsius
1829,1829,Tim Smit
1830,1830,Wych Kaosayananda
1831,1831,G.J. Echternkamp
1832,1832,Thomas Beecher
1833,1833,Logan Sekulow
1834,1834,Trevor Wall
1835,1835,Peter DeLuise
1836,1836,Ben Parker
1837,1837,Rory Rooney
1838,1838,Joe Miale
1839,1839,Simon Verhoeven
1840,1840,Taran Killam
1841,1841,Casper Van Dien
1842,1842,Barry Cook
1843,1843,Scott Foley
1844,1844,Maggie Carey
1845,1845,Roel Reiné
1846,1846,Courtney Solomon
1847,1847,Alexandre Bustillo
1848,1848,Ciarán Foy
1849,1849,J.K. Amalou
1850,1850,Dito Montiel
1851,1851,Paul Schrader
1852,1852,Matt Drummond
1853,1853,Zackary Adler
1854,1854,Cary Murnion
1855,1855,Jim O'Hanlon
1856,1856,Noel Cleary
1857,1857,Kyle Newacheck
1858,1858,Philip Martin
1859,1859,Robert Smigel
1860,1860,JT Mollner
1861,1861,Ben Falcone
1862,1862,Vaughn Stein
1863,1863,Carles Torrens
1864,1864,Lawrence Sher
1865,1865,Ryan Little
1866,1866,Chuck Powers
1867,1867,Adam Smith
1868,1868,Eric D. Howell
1869,1869,Scott Wheeler
1870,1870,Christopher Spencer
1871,1871,Timothy Reckart
1872,1872,Kate Barker-Froyland
1873,1873,Sean Patrick O'Reilly
1874,1874,Jeff Renfroe
1875,1875,John Huddles
1876,1876,Leigh Janiak
1877,1877,Dennis Gansel
1878,1878,Babak Najafi
1879,1879,Stephen Burke
1880,1880,Elizabeth Allen Rosenbaum
1881,1881,Dimitri Logothetis
1882,1882,Mike Mendez
1883,1883,Natalia Leite
1884,1884,Hiroshi Hamazaki
1885,1885,Marco van Belle
1886,1886,Jim Weedon
1887,1887,Leo Zhang
1888,1888,Warren Beatty
1889,1889,Don Scardino
1890,1890,Nisha Ganatra
1891,1891,Mark Steven Johnson
1892,1892,Giancarlo Esposito
1893,1893,Timothy Woodward Jr.
1894,1894,Patrick Johnson
1895,1895,Lisa Azuelos
1896,1896,John V. Soto
1897,1897,David Hayter
1898,1898,Castille Landon
1899,1899,Thomas Della Bella
1900,1900,David Burris
1901,1901,Matt Stuertz
1902,1902,R.D. Braunstein
1903,1903,Pearry Reginald Teo
1904,1904,Ron Shelton
1905,1905,Nick Jongerius
1906,1906,Alethea Jones
1907,1907,Robert Dyke
1908,1908,Robert Legato
1909,1909,Nicholas Gyeney
1910,1910,Chris Brinker
1911,1911,Gerald Rascionato
1912,1912,Chris Majors
1913,1913,Jay Baruchel
1914,1914,Grégory Levasseur
1915,1915,little does she know that an encounter with a chainsaw-wielding killer is part of the reward.
1916,1916,Eric Khoo
1917,1917,Sara Colangelo
1918,1918,Brian O'Malley
1919,1919,Yoichi Mori
1920,1920,Hèctor Hernández Vicens
1921,1921,Ronnie Thompson
1922,1922,Anthony Silverston
1923,1923,Benjamin Cooper
1924,1924,Yusry Abd Halim
1925,1925,Chris Sparling
1926,1926,Jerry Daigle
1927,1927,David Field and George Basha
1928,1928,Ruairi Robinson
1929,1929,Ricardo de Montreuil
1930,1930,Steven Shainberg
1931,1931,Tim Hunter
1932,1932,Shintaro Shimosawa
1933,1933,Stuart Acher
1934,1934,Koldo Serra
1935,1935,David Hackl
1936,1936,Thunder Levin
1937,1937,Andy Goddard
1938,1938,Adam Spinks
1939,1939,Ido Fluk
1940,1940,Patrick Lussier
1941,1941,Michael Petroni
1942,1942,Ana Lily Amirpour
1943,1943,Jeremy Gillespie
1944,1944,Andrew Renzi
1945,1945,Greg Hall
1946,1946,Stephen Fung
1947,1947,Mandie Fletcher
1948,1948,RZA
1949,1949,Allan Ungar
1950,1950,Thomas Purifoy
1951,1951,Suzi Ewing
1952,1952,Farren Blackburn
1953,1953,Shahin Sean Solimon
1954,1954,Sam Miller
1955,1955,Barry Battles
1956,1956,Aleksandr Boguslavskiy
1957,1957,James Oakley
1958,1958,Craig Moss
1959,1959,Declan O'Brien
1960,1960,Matthew Weiner
1961,1961,Derek Presley
1962,1962,Shira Piven
1963,1963,Chris Nelson
1964,1964,Simon Hung
1965,1965,Simon Kaijser
1966,1966,Henry Saine
1967,1967,David M. Rosenthal
1968,1968,Jason Zada
1969,1969,David Gould
1970,1970,Ivan Kavanagh
1971,1971,Andrew Getty
1972,1972,Agustín Díaz Yanes
1973,1973,Kung-Lok Lee
1974,1974,Avgousta Zourelidi
1975,1975,David Feiss
1976,1976,Justin Zackham
1977,1977,Kohl Glass
1978,1978,Wim Wenders
1979,1979,Adam Bailey
1980,1980,Luke Sparke
1981,1981,Holger Tappe
1982,1982,Paul Solet
1983,1983,Brandon Christensen
1984,1984,Darren Grant
1985,1985,Alexandros Avranas
1986,1986,Dan Bradley
1987,1987,Ole Bornedal
1988,1988,Benson Lee
1989,1989,Steven Gomez
1990,1990,Tom Barker
1991,1991,Justin Barber
1992,1992,Rick Rosenthal
1993,1993,Cody Calahan
1994,1994,Garrett Batty
1995,1995,Stephen Reynolds
1996,1996,Richard Gabai
1997,1997,Julie Anne Robinson
1998,1998,Alex Smith
1999,1999,Huck Botko
2000,2000,Brett Simmons
2001,2001,Enrique Gato
2002,2002,Patrick Magee
2003,2003,Conor McMahon
2004,2004,Martín Rosete
2005,2005,Robert Vince
2006,2006,David Jung
2007,2007,Alex Zamm
2008,2008,Bruce Caulk
2009,2009,Yasuo Inoue
2010,2010,Pelin Esmer
2011,2011,Alex Infascelli
2012,2012,Steve Barker
2013,2013,Michel Franco
2014,2014,Pasha Patriki
2015,2015,Rich Christiano
2016,2016,Minhal Baig
2017,2017,Robin Bain
2018,2018,Jordan Brown
2019,2019,Gil Junger
2020,2020,Kaige Chen
2021,2021,Erlingur Thoroddsen
2022,2022,Michael Linn
