,Director_ID,Director
2023,2023,Andrew Hyatt
2024,2024,Max Winkler
2025,2025,Lisa Langseth
2026,2026,Jonathan Glatzer
2027,2027,Martin Witz
2028,2028,Corinna McFarlane
2029,2029,Richard Rich
2030,2030,George A. Johnson
2031,2031,Marc Steele
2032,2032,Jamal Joseph
2033,2033,Robert Milazzo
2034,2034,Gordon Chan
2035,2035,Laurent Merlin
2036,2036,Doc Benson
2037,2037,Kenneth Eng
2038,2038,Haifaa Al-Mansour
2039,2039,Nattawut Poonpiriya
2040,2040,Ryûhei Kitamura
2041,2041,Kristi Zea
2042,2042,Trudie Styler
2043,2043,Piotr Szkopiak
2044,2044,Roar Uthaug
2045,2045,Dallas Jenkins
2046,2046,Alper Caglar
2047,2047,Lukasz Palkowski
2048,2048,Kerry Asmussen
2049,2049,Alex Richanbach
2050,2050,Carla Simón
2051,2051,Alain Gsponer
2052,2052,Ken Duken
2053,2053,Cullen Hoback
2054,2054,Gregory Erdstein
2055,2055,Julius R. Nasso
2056,2056,David Freyne
2057,2057,Simeon Halligan
2058,2058,David A. Armstrong
2059,2059,Fedor Bondarchuk
2060,2060,Thierry Demaizière
2061,2061,Joe Martin
2062,2062,Aaron Kurmey
2063,2063,Dominic Bridges
2064,2064,Damon Cardasis
2065,2065,Dario Piana
2066,2066,Dan Gregor
2067,2067,Thomas Dekker
2068,2068,Eric Colley
2069,2069,Ben Shelton
2070,2070,Haylar Garcia
2071,2071,Clayton Cogswell
2072,2072,Ben Jagger
2073,2073,Michael Greenspan
2074,2074,Olivia Milch
2075,2075,Theresa Bennett
2076,2076,Alex Tavakoli
2077,2077,Karl Jacob
2078,2078,Bruce Parry
2079,2079,Kenneth Elvebakk
2080,2080,Rama Burshtein
2081,2081,Svyatoslav Podgaevskiy
2082,2082,Woody Harrelson
2083,2083,Eric Champnella
2084,2084,Daniel di Grado
2085,2085,Michael G. Cooney
2086,2086,Jai-hong Juhn
2087,2087,Teddy Chan
2088,2088,Don Roy King
2089,2089,Elijah Drenner
2090,2090,Julia Huffman
2091,2091,Quinn Shephard
2092,2092,Jeffrey Walker
2093,2093,Peter Cornwell
2094,2094,Alexandre Moors
2095,2095,Tyler Savage
2096,2096,Eric Bross
2097,2097,Pawel Maslona
2098,2098,Xiaogang Feng
2099,2099,Claire Scanlon
2100,2100,Aaron Katz
2101,2101,Robin Campillo
2102,2102,François Ozon
2103,2103,Kay Cannon
2104,2104,Julie Delpy
2105,2105,Julie Bertuccelli
2106,2106,James Keach
2107,2107,Matt Palmer
2108,2108,Philipp Kadelbach
2109,2109,Isabel Coixet
2110,2110,Claire Denis
2111,2111,Christopher Radcliff
2112,2112,Jeremy Kagan
2113,2113,Tre Manchester
2114,2114,Ryuichi Hiroki
2115,2115,Warwick Thornton
2116,2116,Yann Arthus-Bertrand
2117,2117,Phil Morrison
2118,2118,Mark David
2119,2119,Mark O'Rowe
2120,2120,Sion Sono
2121,2121,João Pedro Rodrigues
2122,2122,Benjamin Ross Hayden
2123,2123,Sasha Gordon
2124,2124,Oleh Malamuzh
2125,2125,David Alonso
2126,2126,Felix Herngren
2127,2127,Ben Lewin
2128,2128,Ziad Doueiri
2129,2129,James Erskine
2130,2130,Penelope Buitenhuis
2131,2131,Curtis Crawford
2132,2132,Jason Furukawa
2133,2133,Robert Iscove
2134,2134,Mark Piznarski
2135,2135,Mike Rohl
2136,2136,Stephen Bridgewater
2137,2137,Fulvio Sestito
2138,2138,Rob Greenberg
2139,2139,Matthew Ross
2140,2140,Gabriel Judet-Weinshel
2141,2141,Dzhanik Fayziev
2142,2142,Matthew Kohnen
2143,2143,John Pilger
2144,2144,Beth McCarthy-Miller
2145,2145,Ben Lewis
2146,2146,Jonas Carpignano
2147,2147,Steven Fletcher
2148,2148,Ringo Lam
2149,2149,Sidney J. Furie
2150,2150,Richard Levine
2151,2151,Chris Miera
2152,2152,Patrick Shen
2153,2153,Sylvia Chang
2154,2154,Joram Lürsen
2155,2155,Alexandre Espigares
2156,2156,Deon Taylor
2157,2157,Khurram H. Alavi
2158,2158,Shin-yeon Won
2159,2159,Andrea Pallaoro
2160,2160,Jody Hill
2161,2161,Tom Shell
2162,2162,Doug Campbell
2163,2163,Chloé Zhao
2164,2164,Jim Donovan
2165,2165,Gô Ohara
2166,2166,Sam Voutas
2167,2167,Chi Leung 'Jacob' Cheung
2168,2168,Spencer Maybee
2169,2169,Peter Kosminsky
2170,2170,Elaine McMillion Sheldon
2171,2171,Casey Tebo
2172,2172,Friedrich Moser
2173,2173,York Alec Shackleton
2174,2174,Emma Baus
2175,2175,Cecilia Aranovich
2176,2176,Ali Abbas Zafar
2177,2177,Shô Tsukikawa
2178,2178,Mike P. Nelson
2179,2179,Federico D'Alessandro
2180,2180,Pete McGrain
2181,2181,Sheldon Candis
2182,2182,Paul Bettany
2183,2183,Abby Kohn
2184,2184,Luciano Ligabue
2185,2185,Norberto López Amado
2186,2186,Tom Gustafson
2187,2187,Richard Harrison
2188,2188,Aislinn Clarke
2189,2189,Tyler Spindel
2190,2190,Christopher Jenkins
2191,2191,Jean-Stéphane Sauvaire
2192,2192,Antonio Morabito
2193,2193,Lluís Segura
2194,2194,Rene Liu
2195,2195,Jonas Åkerlund
2196,2196,Jeremy Phillips
2197,2197,Hiroyuki Seshita
2198,2198,Jess Manafort
2199,2199,Jeremy Dyson
2200,2200,James Cox
2201,2201,Pedro Rivero
2202,2202,Abhishek Sharma
2203,2203,Rachel Israel
2204,2204,Daniel Calparsoro
2205,2205,Courtney Balaker
2206,2206,Steve Paley
2207,2207,Helene Hegemann
2208,2208,Anahita Ghazvinizadeh
2209,2209,Jay Silverman
2210,2210,Russell Harbaugh
2211,2211,Chris Scheuerman
2212,2212,Elijah Bynum
2213,2213,Daniel Zelik Berk
2214,2214,Stanley Tong
2215,2215,Stella Meghie
2216,2216,Masato Harada
2217,2217,Kwang-Hyun Park
2218,2218,Preston DeFrancis
2219,2219,Michael Storey
2220,2220,Ryan Schifrin
2221,2221,Saket Chaudhary
2222,2222,Xuan Liang
2223,2223,Wil Magness
2224,2224,Peter Ricq
2225,2225,Jonathan Hacker
2226,2226,S.S. Rajamouli
2227,2227,April Mullen
2228,2228,Abdellatif Kechiche
2229,2229,Michael J. Gallagher
2230,2230,Norihiro Niwatsukino
2231,2231,Masamitsu Hidaka
2232,2232,Mohit Suri
2233,2233,Tiffanie Hsu
2234,2234,Sôichi Umezawa
2235,2235,David Farrier
2236,2236,Anthony Scott Burns
2237,2237,Shaun Hart
2238,2238,Kirby Dick
2239,2239,Ben Young
2240,2240,Sanjay Leela Bhansali
2241,2241,Dominic Cooke
2242,2242,Francis dela Torre
2243,2243,Joel Gallen
2244,2244,Jude S. Walko
2245,2245,Kevin Pollak
2246,2246,Nic Mathieu
2247,2247,Gerard Barrett
2248,2248,Sarah Rotella
2249,2249,Caroline Labrèche
2250,2250,Scott Perlman
2251,2251,Pa. Ranjith
2252,2252,Haoling Li
2253,2253,Gilles Penso
2254,2254,Ekrem Engizek
2255,2255,Ki-duk Kim
2256,2256,Mairi Cameron
2257,2257,Jalmari Helander
2258,2258,A.W. Vidmer
2259,2259,Brian Yuzna
2260,2260,Wei-Hao Cheng
2261,2261,Naoko Ogigami
2262,2262,Cheng-Kuo Yen
2263,2263,Jean-Paul Rappeneau
2264,2264,Danny Pang
2265,2265,Chaitanya Tamhane
2266,2266,Lucrecia Martel
2267,2267,Sin-Hang Chiu
2268,2268,Adam Keleman
2269,2269,Marcus Baldini
2270,2270,Bill Holderman
2271,2271,Jeff Tomsic
2272,2272,Garry Marshall
2273,2273,Luc Jacquet
2274,2274,Naoko Yamada
2275,2275,Gary Rydstrom
2276,2276,Julie Cohen
2277,2277,Andrew Bujalski
2278,2278,Jonathan auf der Heide
2279,2279,Max Giwa
2280,2280,Chris Paine
2281,2281,Joshua Tunick
2282,2282,John Hopkins
2283,2283,Director X.
2284,2284,Danny Garcia
2285,2285,Ludwig Shammasian
2286,2286,Claudio Caligari
2287,2287,Jerrod Carmichael
2288,2288,Omar Naim
2289,2289,Colin Brady
2290,2290,Louis Morneau
2291,2291,Pat Holden
2292,2292,John Campopiano
2293,2293,Natsuki Seta
2294,2294,Mitch Rouse
2295,2295,Ian Edelman
2296,2296,François Simard
2297,2297,Jonathan Watson
2298,2298,Morgan Neville
2299,2299,Ol Parker
2300,2300,Lin Oeding
2301,2301,Rob Schneider
2302,2302,Bibo Bergeron
2303,2303,Rhiannon Bannenberg
2304,2304,Advait Chandan
2305,2305,David Silverman
2306,2306,Alexandre Heboyan
2307,2307,John Pasquin
2308,2308,Paul Verhoeven
2309,2309,Jérémie Renier
2310,2310,Ari Aster
2311,2311,Davis Doi
2312,2312,Charles Grosvenor
2313,2313,Clea DuVall
2314,2314,Dan Beers
2315,2315,R. Balki
2316,2316,Michael Jai White
2317,2317,Marcus Raboy
2318,2318,Teemu Nikki
2319,2319,Peter Facinelli
2320,2320,Urmas Eero Liiv
2321,2321,Joko Anwar
2322,2322,Michael Pearce
2323,2323,Jung Huh
2324,2324,Susan Johnson
2325,2325,Arto Halonen
2326,2326,David L. Cunningham
2327,2327,Ben Foster
2328,2328,Simon Baker
2329,2329,Rustam Mosafir
2330,2330,Josh Mendoza
2331,2331,Peter Livolsi
2332,2332,Tim Kirkby
2333,2333,David Blair
2334,2334,Omri Dorani
2335,2335,Hannes Holm
2336,2336,Daniele Misischia
2337,2337,Timothy George Kelly
2338,2338,Agnès Jaoui
2339,2339,Vivian Qu
2340,2340,Ian Lagarde
2341,2341,Jorge Nunez
2342,2342,Todd Biermann
2343,2343,Robert Logevall
2344,2344,Sonya Pemberton
2345,2345,Govinda Van Maele
2346,2346,Sergey Loznitsa
2347,2347,Koen Mortier
2348,2348,Bill Eagles
2349,2349,Daina Reid
2350,2350,Owen Egerton
2351,2351,Damien Leone
2352,2352,J.T. Petty
2353,2353,Michael W. Watkins
2354,2354,Derek W. Hayes
2355,2355,Thomas Riedelsheimer
2356,2356,Steven Silver
2357,2357,Will Lockhart
2358,2358,Simon Wincer
2359,2359,James Choi
2360,2360,David Mickey Evans
